id,name,description,waterbody_id,,,
4022,Little Cedar Brook,Sj Ltl Tobique Lt Cedar St Quen.,79347,,,
4023,Mamozekel River,Sj Tob Mamozekel Mouth 7 Mi Bk,80201,,,
4026,Right Hand Branch Tobique River,Sj Tob Campbell-nictau To 7 Mile,80200,,,
4027,Tobique River,Sj Tob Riley Brook To Nictau,77500,,,
4028,Tobique River,Sj Tob Blue Mtn To Riley Brook,77500,,,
4029,Tobique River,Sj Tob Oxbow To Blue Mountain,77500,,,
4030,Tobique River,Sj Tob Plaster Rock To Oxbow,77500,,,
4031,Clearwater Brook,Mir Sw Clearwater Hwy 108 West,4901,,,
4032,Clearwater Brook,Mir Sw Clearwater Hwy 108 Middle,4901,,,
4033,Clearwater Brook,Mir Sw Clearwater Hwy 108 East,4901,,,
4034,Northeast Branch Clearwater Brook,Mir Sw Clearwater Ne Irv  Rr Rd,5106,,,
4035,Northeast Branch Clearwater Brook,Mir Sw Clearwater Ne Irv Main Rd,5106,,,
4036,Clearwater Brook,Mir Sw Clearwater Nw Irv Road,4901,,,
4037,Clearwater Brook,Mir Sw Clearwater Main Irving Rd,4901,,,
4038,Little Main Restigouche River,Rest Ltl Main Mouth Boston Brook,16950,,,
4040,Jummet Brook,Sj Tob Campbell Tummet Bk-serp,81009,,,
4041,Jummet Brook,Sj Tob Campbell Tummet Bk-r Don,81009,,,
4042,River Don,Sj Tob Campbell River Don System,81101,,,
4043,River Dee,Sj Tob Campbell River Dee System,81301,,,
4044,Everett Brook,Sj Tob Campbell Everett Bk Syst,81436,,,
4046,Odell River,S J Tobique Odell Twin Bridges,83301,,,
4047,Three Brooks,S J Tobique Three Brooks Bedford Rd,77801,,,
4048,Right Hand Branch River de Chute,S J Tobique Wapske/rh Brch R Dechute,82917,,,
4049,Rivière Baker-Brook,St John R Baker Brook,73101,,,
4053,Grande Rivière,St John R Grande Riviere,75701,,,
4054,Green River,St John R Green River,73901,,,
4055,Rivière Iroquois,St John R Riviere Iroquois,73601,,,
4056,Rivière des Crocs,St John Little R St Fran,72901,,,
4057,Madawaska River,St John R Madawaska River,73301,,,
4059,Rivière Quisibis,St John R Riviere Quisbis,75101,,,
4061,St. Francis River,St John R Francis River,72801,,,
4063,Rivière à la Truite,St John Madawaska R Trout River,73316,,,
4064,Rivière Siegas,St John R Siegas Riviere,75501,,,
4065,Green River,St John Green R Second Falls,73901,,,
4069,Falls Brook,St John Iroquois R Falls Brook,73628,,,
4070,Watson Brook,Sj Green R Ltl Forks Br Watson B,74824,,,
4074,Rivière Baker-Brook,St John Baker Bk Site #2,73101,,,
4075,Rivière Baker-Brook,St John Baker Bk Site #3,73101,,,
4076,Rivière Baker-Brook,St John Baker Bk Site #4,73101,,,
4077,Connors Brook,St John R(upper) Connors,74378,,,
4079,Grew Brook,St John(upper) Grew Brook,72833,,,
4080,Foley Brook,St John(upper) Foley Brook,72847,,,
4081,Saint John River,St John(upper) Clair,50001,,,
4083,Saint John River,St John R St Leonard Bridge,50001,,,
4085,Rivière Baker-Brook,St John (upper) Baker Bk,73101,,,
4092,St. Francis River,St John St Francis R. Junction,72801,,,
4100,English Touladi Brook,St John St Francis English Brook,72808,,,
4101,Rivière Baker-Brook,St John Baker Bk Blw Covered Bdg,73101,,,
4102,Rivière Baker-Brook,St John Baker B 2-3km Abv Mouth,73101,,,
4103,St. Francis River,St John St Francis Blw Glasier L,72801,,,
4104,Rivière Iroquois,St John R Iroquois R Pumphouse,73601,,,
4105,Rivière Iroquois,St John R Iroquois Abv Pumphouse,73601,,,
4106,Rivière Iroquois,St John Iroquois Abv R Blanchtte,73601,,,
4107,Green River,St John Green R Gravel Pit Site,73901,,,
4108,Green River,St John Green R Davis Mill,73901,,,
4109,Green River,St John Green R Covered Bridge,73901,,,
4110,Green River,St John Green R Blw Clearwater B,73901,,,
4111,Green River,St John Green R Abv R. Thibideau,73901,,,
4112,Green River,St John Green Blw R Coulee Noire,73901,,,
4113,Petit ruisseau Belone,St John Green Petite Ruis Belone,73934,,,
4114,Saint John River,St John Below Baker Brook,50001,,,
4115,Rocky Brook,St John Little R Rocky Brook,72916,,,
4116,Rivière Quisibis,Sj Quisibis Btwn Naz.&arsen. Bks,75101,,,
4118,Green River,Sj Green R Blw Dam At Thibodeau,73901,,,
4119,Beaver Brook,Saint John Grand R Beaver Brook,75848,,,
4120,Grande Rivière,Saint John Grand R Veneer,75701,,,
4121,Rivière Siegas,Saint John Siegas R Lake Settle.,75501,,,
4122,Rivière Siegas,Sj Siegas River Heaven Sun Road,75501,,,
4123,Little Main Restigouche River,Rest Ltl Main 12 Mi Picnic Site,16950,,,
4124,Little Main Restigouche River,Rest Ltl Main Mouth Clair Bk,16950,,,
4125,Little Main Restigouche River,Rest Ltl Main Mouth Alex Bk,16950,,,
4126,Little Main Restigouche River,Rest Ltl Main 2nd Irving Rd Xing,16950,,,
4127,Little Main Restigouche River,Rest Ltl Main Mouth Cedar Bk,16950,,,
4129,Jardine Brook,Restigouche R Jardine Brook,17101,,,
4130,Hailes Brook,Restigouche R Hailes Brook,16830,,,
4134,North Branch Charlo River,Charlo River(north Branch),36224,,,
4135,South Branch Charlo River,Charlo River (south Branch),35860,,,
4136,Eel River,Eel River,35621,,,
4139,Big Cedar Brook,St John Tobique R Big Cedar Bk,79501,,,
4140,Oxford Brook,Restigouche Upsalquitch Oxford B,14251,,,
4141,Jacquet River,Jacquet River,36701,,,
4144,Grog Brook,Rest Upsalquitch(main) Grog Bk,15601,,,
4146,Falls Brook,Restig Kedgwick R Falls Bk Main,18501,,,
4147,Five Finger Brook,Restigouche 5 Fingers Brook,16951,,,
4148,Mountain Brook,Eel R South Branch Mountain Bk,35635,,,
4151,Falls Brook,Restigouche Kedgwick Falls Brook,18501,,,
4152,Upsalquitch River,Rest Upsalquitch R-upsalquitch,12401,,,
4153,Berry Brook,Rest Upsalquitch(main) Berry Bk,12501,,,
4154,Popelogan River,Rest Upsalquitch Popelogan R,12751,,,
4155,Little Popelogan Brook,Rest Upsalquitch Ltl Popelogan R,13016,,,
4156,Southeast Upsalquitch River,Restigouche Upsalquitch R (se),13000,,,
4157,Little Southeast Upsalquitch River,Restigouche Upsalquitch Lttle Se,13151,,,
4158,Upsalquitch River,Rest Upsalquitch(main)- N&s 2 Bk,12401,,,
4159,Five Finger Brook,Restigouche 5 Fing Brk Below Dam,16951,,,
4160,Five Finger Brook,Restigouche 5 Fing Brk Above Dam,16951,,,
4161,Five Mile Brook,Restig Kedgwick R Falls B 5 Mi B,18510,,,
4162,Restigouche River,Restigouche Below Upsalquitch R,12000,,,
4163,Restigouche River,Restigouche Above Upsalquitch R,12000,,,
4164,Restigouche River,Restigouche Below Kedgwick R,12000,,,
4165,Restigouche River,Restigouche Above Kedgwick R,12000,,,
4166,Little Main Restigouche River,Restigouche Ltl Main-above Jard.,16950,,,
4167,Beaver Brook,St John Tobique R(lttl)beaver Bk,79505,,,
4168,Richards Brook,Rest Kedgwick Falls B Richards B,18629,,,
4169,Indian Brook,Rest Kedg Clearwater B Indian Bk,18588,,,
4170,Union Brook,Rest S Branch Kedgwick Union Bk,18871,,,
4171,McDougall Brook,Restigouche Kedgwick Mcdougals B,19331,,,
4172,South Branch Kedgwick River,Rest Kedg S Br Abv Hornes Gulch,18851,,,
4173,South Branch Kedgwick River,Rest Kedgwick S Brch Blw 27 Mi B,18851,,,
4174,Falls Brook,Rest Kedgwick Fall Bk Picnic Ste,18501,,,
4175,South Fork Falls Brook,Rest Kedgwick South Falls Bk,18544,,,
4176,Fogs Brook,Restigouche Kedgwick R Fogs Bk,18763,,,
4177,Portage Brook,Rest S Brch Kedgwick Portage Bk,18934,,,
4178,Falls Brook,Rest Kedgwick Falls B Tank Gulch,18501,,,
4179,Clearwater Brook,Rest S Kedgwick Clearwater Bk,18661,,,
4180,Kedgwick River,Rest Kedgwick Mcknights Pool,18450,,,
4181,McDougall Brook,Rest Kedgwick Mcdougall Bk,19331,,,
4182,States Brook,Rest Kedgwick R States Brook,19201,,,
4183,North Fork Falls Brook,Rest Kedgwick North Falls Bk,18572,,,
4184,South Branch Kedgwick River,Rest Kedgwick S Camp 28 Rd,18851,,,
4185,Belle Kedgwick River,Rest N Brch Kedg Belle Abv Forks,19051,,,
4186,Murray Brook,Murray Brook,13401,,,
4187,Kedgwick River,Kedgwick R Tom Pond Gulch,18450,,,
4188,McDougall Brook,Rest Kedgwick Mcdougall Bk 6 Mi,19331,,,
4189,Clearwater Brook,Rest Kedgwick N Br Clearwater Bk,18661,,,
4190,Kedgwick River,Rest Kedgwick Wetmore Bridge,18450,,,
4191,Little Tobique River,Sj Tob Little Tob Abv Red Brook,79000,,,
4192,Red Brook,Sj Tob Little Tobique Red Brook,79903,,,
4193,Little Tobique River,Sj Tob Little Tob Blw Nictau Lk,79000,,,
4194,Lawson Brook,Sj Tob Little Tob Lawson Brook,79747,,,
4195,Little Tobique River,Sj Tob Little Tob New Brdg Pk Rd,79000,,,
4196,Little Tobique River,Sj Tob Little Tob Pat's Crossing,79000,,,
4198,Little Tobique River,Sj Ltl Tobique Abv Lawson Bk,79000,,,
4199,Little Main Restigouche River,Rest Ltl Main Mouth Amille Bk,16950,,,
4200,Restigouche River,Rest Mouth Rafting Ground Bk,12000,,,
4201,Restigouche River,Rest Mouth Of Upsalquitch,12000,,,
4202,Restigouche River,Rest Mouth Of Bolland Bk,12000,,,
4203,Restigouche River,Restigouche Nine Mile Pool,12000,,,
4204,Restigouche River,Restigouche Ten Mile Pool,12000,,,
4205,Restigouche River,Restigouch Atholville North Boom,12000,,,
4206,Kedgwick River,Restigouche Kedg Fraser's Lodge,18450,,,
4207,Caribou Lake,Nepisiguit River Caribou Lake,33387,,,
4213,Little Tracadie River,Little Tracadie River,41509,,,
4218,Nepisiguit River,Nepisiguit River,33020,,,
4220,Belledune River,Belledune River,37460,,,
4221,Tetagouche River,Tetagouche River,35144,,,
4223,Nepisiguit River,Nepisiguit R (charlo #1),33020,,,
4224,Nepisiguit River,Nepisiguit R (charlo #2),33020,,,
4225,Nepisiguit River,Nepisiguit R (charlo #3),33020,,,
4226,Nepisiguit River,Nepisiguit R (charlo #4),33020,,,
4228,Nepisiguit River,Nepisiguit R Allardville Xing,33020,,,
4229,Nine Mile Brook,Nepisiguit R Nine Mile B Lr Xing,34481,,,
4230,Nepisiguit River,Nepisiguit Below Pabineau Falls,33020,,,
4231,Nepisiguit River,Nepisiguit R Site#1a To Power Ln,33020,,,
4232,Nepisiguit River,Nepisiguit-islands Be Rail Brdge,33020,,,
4233,Nepisiguit River,Nepisiguit-chain Of Rocks Pool,33020,,,
4234,Pabineau River,Nepis Pabineau Grand Falls Xing,34641,,,
4235,Pabineau River,Nepisiguit Pabineau Elct Site#3a,34641,,,
4236,South Branch Pabineau River,Nepis Pabineau S Br Elct Site#3b,34648,,,
4237,South Branch Pabineau River,Nepis Pabineau S Br Haul Rd Xing,34648,,,
4238,Pabineau River,Nepisiguit Pabineau Haul Rd Xing,34641,,,
4239,Pabineau River,Nepisiguit Pabineau Elct Site #4,34641,,,
4240,Pabineau River,Nepisiguit Pabineau Elct Site #1,34641,,,
4241,Pabineau River,Nepisiguit Pabineau Powr Ln Xing,34641,,,
4242,Pabineau River,Nepisiguit Pabineau Elct Site #2,34641,,,
4243,Meadow Brook,Nepisiguit Meadow Bk Meadow Pool,34034,,,
4244,Nepisiguit River,Nepisiguit R Long Hole,33020,,,
4245,Nepisiguit River,Nepisiguit R Electro Site 2a,33020,,,
4246,Nepisiguit River,Nepisiguit R Gravel Pit Mid Ldg,33020,,,
4248,Gordon Meadow Brook,Nepis Gordon Meadow Bk Elct St#1,33101,,,
4249,Nepisiguit River,Nepisiguit R Electro Site 1a,33020,,,
4250,Nepisiguit River,Nepisiguit R Upper Grays Camp,33020,,,
4251,Nepisiguit River,Nepisiguit R Split Rock Elect #0,33020,,,
4252,Nepisiguit River,Nepisiguit R Lower Grays Camp,33020,,,
4253,Nepisiguit River,Nepisiguit R Blw Cables Pool,33020,,,
4254,Nepisiguit River,Nepisiguit R Electro Site 1b,33020,,,
4255,Nepisiguit River,Nepisiguit R Cables Pool,33020,,,
4258,Nepisiguit River,Nepisiguit R Grand Falls Pwr Dam,33020,,,
4259,Nepisiguit River,Nepisiguit R Key Anacon Rd,33020,,,
4260,Nepisiguit River,Nepisiguit R At Cables,33020,,,
4261,Nepisiguit River,Nepisiguit R At Gravel Pit,33020,,,
4262,Nepisiguit River,Nepisiguit R Below Cables,33020,,,
4263,Nepisiguit River,Nepisiguit R Above Pabineau Fls.,33020,,,
4264,Nepisiguit River,Nepisiguit R Mouth Of 9 Mile Bk,33020,,,
4265,Pabineau River,Nepisiguit Pabineau R Picnic Ste,34641,,,
4266,Pabineau River,Nepis Pabineau Old Rr-hwy 430,34641,,,
4267,Pabineau River,Nepisiguit Pabineau R Hway 430,34641,,,
4268,Pabineau River,Nepis Pabineau R Brunswick Mines,34641,,,
4269,Nepisiguit River,Nepisiguit R Trailer Hq.,33020,,,
4270,Nepisiguit River,Nepisiguit R The Gorge,33020,,,
4271,Nepisiguit River,Nepisiguit-mouth Of Knights Bk,33020,,,
4272,Nepisiguit River,Nepisiguit R Pabineau Falls,33020,,,
4275,Nepisiguit River,Nepisiguit R Estuary,33020,,,
4277,Pabineau River,Nepisiguit Pabineau Rr Brdg Xing,34641,,,
4278,Nepisiguit River,Nepisiguit R Electrofish Site #6,33020,,,
4279,Nepisiguit River,Nepis 1 Mi Blw Chain Rocks Pool,33020,,,
4280,Pabineau River,Nepisiguit Pabineau R Mouth,34641,,,
4281,Moose Brook,Nepisiguit Moose Bk Cop Mine Rd,33875,,,
4282,Nepisiguit River,Nepisiguit R-abv Mouth Pabineau,33020,,,
4283,Nepisiguit River,Nepisiguit R-blw Mouth Pabineau,33020,,,
4284,Nepisiguit River,Nepisiguit R-1.6km Abv Mouth Pab,33020,,,
4285,Nepisiguit River,Nepisiguit Middle Landing Rapids,33020,,,
4286,Nepisiguit River,Nepisiguit 1.6k Abv Pabin Falls,33020,,,
4287,Tetagouche River,Tetagouche Abv Falls Louden's,35144,,,
4288,Nepisiguit Brook,Nepisiguit Blw Dam Jamieson Camp,33235,,,
4289,Little Tracadie River,Tracadie Petit Point Landry,41509,,,
4290,Big Tracadie River,Tracadie Grande Vall Comeau,41701,,,
4293,Dungarvon Smolt Wheel,At / near Dungarvon Barrier,6401,,,
4294,Quarryville Smolt Wheel,,4300,,,
4295,Nova Scotia Research,,,,,
4296,Nova Scotia Aquaculture,,,,,
4297,,,4901,,,
4298,Mud Lake,,,,,
4299,Hinman Deadwaters,,,,,
4300,Mud Lake,,5314,,,
4301,Cains River,,1000,,,
4302,Unknown Lake in Victoria County,,,,,
4303,Little River Satellite Tanks,,,,,
4304,Demoiselle Creek,,25896,,,
4305,North River,,26961,,,
4306,Rocky Brook,Small pool above 18-Mile pool,5301,,,
4307,,Below boat landing at Pinkham's Lodge,12000,,,
4308,,Above ford below Tracy Depot,20001,,,
4309,,By lane into Hailes Brook Camp,16830,,,
4310,,Above bridge on Petit-Ouest Road,16830,,,
4311,,On lower side of bridge on HWY 17,16830,,,
4312,,On upper side of Robinsonville bridge,12401,,,
4313,,Off landing below Puncheon Bar Pool,12401,,,
4314,,Below landing below Cravens Gulch,14000,,,
4315,,Below Lower Nine Mile Pool,14000,,,
4316,,Nine mile lower site,14000,,,
4317,,Ford area, near mouth of Nine Mile Brook,14000,,
4318,,Below mouth of Burntland Brook,14000,,,
4319,,Matapedia Run area, below Matapedia River (RSC landing),12000,,
4320,,Off bar below Devils Elbow,14000,,,
4321,,Above mouth of Twenty Five Mile Brook,14000,,,
4322,,Off landing below Flying Eddy Pool,13000,,,
4323,,About midway between Ramsay & Murray brooks (S.E. Gorge),13000,,,
4324,,About 3 1/4 miles from mouth (rod and gun club),13151,,,
4325,,Below mouth of Red Brook,13151,,,
4326,,Above bridge on old I. P. Road (log cabin),13151,,,
4327,,Above boat landing at Carter Hall Lodge,18450,,,
4328,,Above mouth of Clearwater Brook,18450,,,
4329,,Pot Hole area where rodd swings by river (Dusty),18450,,,
4330,,Chesser Bk. area, ~ 1 1/4 miles above Matapedia River,12000,,
4331,,Off landing above McDougall Pool (Rapids Depot),18450,,,
4332,,By boat landing at Fraser Lodge,18450,,,
4333,,Off landing above Five Mile Brook (Falls Brook lower),18501,,,
4334,,Off landing <1/2 mi. below Burnt Hill Bk.,18501,,,
4335,,Off landing below mouth of Burnt Hill Brook (Falls Brook upper),18501,,,
4336,,Above bridge near mouth of brook,18572,,,
4337,,Less than 1/2 mile below Three Mile Brook,19331,,,
4338,,About 3/4 mile below West Banch States Brook (bridge),19201,,,
4339,,At mouth,19097,,,
4340,,Below mouth of Gin Creek,19097,,,
4341,,Below Grog Island,12000,,,
4342,,Above ford above culvert near mouth,19051,,,
4343,,Above old abutment near mouth,19097,,,
4344,,On lower side of ford below 18 Mile Gulch,18851,,,
4345,,About 1/4 mile below Five Finger Brook (Little Main road),16950,,,
4346,,Below mouth of Upper Four Mile Brook,16950,,,
4347,,Above mouth of Boston Brook,16950,,,
4348,,On lower side of mouth of McIntosh Brook,16950,,,
4349,,On lower side of bridge above Wagansis Brook (Camp 5),16950,,,
4350,,By Blue Spruce Lodge, ~ 1 mi. from mouth,16951,,
4351,,Below camp below bridge on HWY 17,16951,,,
4352,,Above Camp Harmony,12000,,,
4353,,Above ford on Rang-Cinq-et-Six Road (Camp LaFrance),17101,,,
4354,,Off landing ~ 1/2 mile below Falls Brook (Clark's Camp),17951,,,
4355,,Above mouth of Dave Richards Brook,17951,,,
4356,,Off landing about 1/4 mile below Cyr Brook (middle one),17951,,,
4357,,Off landing about 1/4 mi. above Cyr Bk.,17951,,,
4358,,On lower side of bridge near mouth,18142,,,
4359,,By landing below bridge on Malauze Road,12116,,,
4360,,Above bridge on Lower Downs Gulch Road (Tracy Brook bridge),19951,,,
4361,,Below mouth of Otter Brook,20001,,,
4362,,About 1 3/4 miles above Wyers Brook (below Muckler's N.B. side),12000,,,
4363,,Ten Mile fence area, above upper fence,14000,,
4364,,Above Legacy bridge (3 mile bridge),14000,,,
4365,,Below mouth of Grog Brook,12401,,,
4367,,By power lines ~ 1/2 mile below Narrows Brook,15601,,,
4368,,Off landing above Jerry Ferguson Brook (old bridge pier),13000,,,
4369,,At ford below abutment above Shelter Pool,13000,,,
4370,,Between 1/4 and 1/2 mile from mouth,13016,,,
4371,,Between 1 and 1 1/4 miles from mouth,13811,,,
4372,,Less than 1/2 mile below Three Mile Brook,12000,,,
4373,,Below turn below bridge on Ramsay Brook Road,13601,,,
4374,,Below bridge on North Clearwater Road,18694,,,
4375,,Above landing at Cran Pool,19097,,,
4376,,Below bridge at Camp 16,19097,,,
4377,,Below old bridge area <1/2 mile from mouth,13401,,,
4378,,Above bridge about 1 mile from mouth,20611,,,
4379,,Above landing near Upper Downs Gulch,12000,,,
4380,,Above bridge on Camp 28 Road (6 mile bridge),18851,,,
4381,,Off landing ~ 1/2 mi. below 18 Mile Gulch (17 mile landing),18851,,,
4382,,Above bridge about 3/4 mi. from mouth,18871,,,
4383,,Below mouth of Jardine Brook,16950,,,
4384,,By power lines below bridge on route 275,12114,,,
4385,,Upstream of Highway bridge,12000,,,
4386,,Flynn's Bar upstream of landing,12000,,,
4387,,Forks,20451,,,
4388,,23 Mile,20451,,,
4389,,7 Mile,20451,,,
4390,,2 Mile,20451,,,
4391,,Depot Bridge,12751,,,
4392,,7 Mile Bridge (Grey Brook),20610,,,
4393,,6 Mile Bridge,20451,,,
4394,,Mouth (ford),20451,,,
4395,,Savage Brook,14619,,,
4396,,Two Brooks above upper brook,12000,,,
4397,,Above 1 Mile Bridge,18450,,,
4398,, International Appalachian Trail,16511,,,
4399,,Below dump,67157,,,
4400,,Colton Brook Rd Crossing; Above bridge at end of Parkside Dr.,67157,,,
4401,,Highway crossing,67157,,,
4402,,Stockfarm Rd crossing,67157,,,
4403,,Mouth of Palmer Bk,67157,,,
4404,,Hammond River,66901,,,
4405,,DownEast Dr. Crossing,67170,,,
4406,,Parkside Dr. Crossing,67170,,,
4407,,Below lift station (Monarch dr.),67170,,,
4408,,Alternate,67170,,,
4409,,Kedgwick River above cribwork at Forks Pool, below confluence of north and south Kedgwick branches, behind large rock 41 feet from blazed spruce tree ,18450,
4410,,Kedgwick River just below One Mile bridge at RST site 41 ft. (or ~48 ft.) from leaning white birch tree  on bank ,18450,,,
4411,,Main Restigouche River below the confluence of the Little Main Restigouche and Kedgwick rivers, downstream from Junction Pool 84 feet off shore from p,12000,,
4412,,Upsalquitch River at Crib Pool just behind large boulder near lot of cribwork in line with ribboned spruce tree on bank,12401,,,
4413,,Restigouche River below the confluence of the Upsalquitch River downstream from Camp Harmony at cribwork in front of small guardian hut, 20 ft from cr,12000,,
4414,,Patapedia River at  Two Mile, upper run of pool, 82 feet from birch tree on right side across from large boulder on left side, main channel,20451
4415,,Patapedia River at Thirty Mile, above left gate cement block, 35 ft. from spruce tree,20451,
4416,,Restigouche River below the confluence of the Patapedia River, downstream from Million Dollar Pool, 58 ft from ribboned spruce tree (huge white pine v,12000,
4417,,Restigouche River at Two Brooks, below boat launch upstream from lower brook, 31 feet from blazed rock on left shore and 85 ft to ribboned/blazed ceda,12000,
4418,,Restigouche River at Brandy Brook Camp in the channel in front of lodge in line with the furthest upstream chimney, 71 feet from small ribboned spruce,12000,,
